PermitNo,ContactID,ContactTypeCode,ProductType,ContactPriority,DateCreated
FA0000878,541,MAILING,FOG,1,2015-03-20 08:09:53.013
FA0000879,542,MAILING,FOG,1,2015-03-20 08:09:53.017
FA0000882,544,MAILING,FOG,1,2015-03-20 08:09:53.027
FA0000883,545,MAILING,FOG,1,2015-03-20 08:09:53.030
FA0000884,546,MAILING,FOG,1,2015-03-20 08:09:53.033
FA0000885,547,MAILING,FOG,1,2015-03-20 08:09:53.040
FA0000886,548,MAILING,FOG,1,2015-03-20 08:09:53.043
FA0000888,549,MAILING,FOG,1,2015-03-20 08:09:53.047
FA0000891,551,MAILING,FOG,1,2015-03-20 08:09:53.057
FA0000892,552,MAILING,FOG,1,2015-03-20 08:09:53.060
FA0000893,553,MAILING,FOG,1,2015-03-20 08:09:53.063
FA0000894,554,MAILING,FOG,1,2015-03-20 08:09:53.067
FA0000916,556,MAILING,FOG,1,2015-03-20 08:09:53.077
FA0000921,557,MAILING,FOG,1,2015-03-20 08:09:53.090
FA0000923,558,MAILING,FOG,1,2015-03-20 08:09:53.097
FA0000924,559,MAILING,FOG,1,2015-03-20 08:09:53.103
FA0000927,560,MAILING,FOG,1,2015-03-20 08:09:53.110
FA0000930,561,MAILING,FOG,1,2015-03-20 08:09:53.113
FA0000932,562,MAILING,FOG,1,2015-03-20 08:09:53.117
FA0000935,563,MAILING,FOG,1,2015-03-20 08:09:53.120
FA0000936,564,MAILING,FOG,1,2015-03-20 08:09:53.123
FA0000940,565,MAILING,FOG,1,2015-03-20 08:09:53.130
FA0000942,566,MAILING,FOG,1,2015-03-20 08:09:53.133
FA0000943,567,MAILING,FOG,1,2015-03-20 08:09:53.137
FA0000944,568,MAILING,FOG,1,2015-03-20 08:09:53.140
FA0000945,569,MAILING,FOG,1,2015-03-20 08:09:53.147
FA0000946,570,MAILING,FOG,1,2015-03-20 08:09:53.150
FA0000947,571,MAILING,FOG,1,2015-03-20 08:09:53.153
FA0000948,572,MAILING,FOG,1,2015-03-20 08:09:53.160
FA0000949,573,MAILING,FOG,1,2015-03-20 08:09:53.167
FA0000953,574,MAILING,FOG,1,2015-03-20 08:09:53.203
FA0000955,575,MAILING,FOG,1,2015-03-20 08:09:53.217
FA0000959,576,MAILING,FOG,1,2015-03-20 08:09:53.233
FA0000960,577,MAILING,FOG,1,2015-03-20 08:09:53.240
FA0000961,578,MAILING,FOG,1,2015-03-20 08:09:53.247
FA0000964,579,MAILING,FOG,1,2015-03-20 08:09:53.250
FA0000966,580,MAILING,FOG,1,2015-03-20 08:09:53.257
FA0000967,581,MAILING,FOG,1,2015-03-20 08:09:53.260
FA0000969,582,MAILING,FOG,1,2015-03-20 08:09:53.263
FA0000970,583,MAILING,FOG,1,2015-03-20 08:09:53.270
FA0000972,584,MAILING,FOG,1,2015-03-20 08:09:53.273
FA0000975,585,MAILING,FOG,1,2015-03-20 08:09:53.277
FA0000976,586,MAILING,FOG,1,2015-03-20 08:09:53.300
FA0000979,587,MAILING,FOG,1,2015-03-20 08:09:53.307
FA0000980,588,MAILING,FOG,1,2015-03-20 08:09:53.310
FA0000982,589,MAILING,FOG,1,2015-03-20 08:09:53.317
FA0000988,590,MAILING,FOG,1,2015-03-20 08:09:53.320
FA0000993,591,MAILING,FOG,1,2015-03-20 08:09:53.327
FA0000995,592,MAILING,FOG,1,2015-03-20 08:09:53.333
FA0000998,593,MAILING,FOG,1,2015-03-20 08:09:53.340
FA0001000,595,MAILING,FOG,1,2015-03-20 08:09:53.350
FA0001001,596,MAILING,FOG,1,2015-03-20 08:09:53.353
FA0001005,597,MAILING,FOG,1,2015-03-20 08:09:53.357
FA0001010,598,MAILING,FOG,1,2015-03-20 08:09:53.363
FA0001011,599,MAILING,FOG,1,2015-03-20 08:09:53.367
FA0001012,600,MAILING,FOG,1,2015-03-20 08:09:53.370
FA0001013,601,MAILING,FOG,1,2015-03-20 08:09:53.377
FA0001025,602,MAILING,FOG,1,2015-03-20 08:09:53.397
FA0001030,603,MAILING,FOG,1,2015-03-20 08:09:53.407
FA0001055,604,MAILING,FOG,1,2015-03-20 08:09:53.410
FA0001061,605,MAILING,FOG,1,2015-03-20 08:09:53.417
FA0001063,606,MAILING,FOG,1,2015-03-20 08:09:53.420
FA0001064,607,MAILING,FOG,1,2015-03-20 08:09:53.423
FA0001065,608,MAILING,FOG,1,2015-03-20 08:09:53.430
FA0001066,609,MAILING,FOG,1,2015-03-20 08:09:53.433
FA0001067,610,MAILING,FOG,1,2015-03-20 08:09:53.443
FA0001068,611,MAILING,FOG,1,2015-03-20 08:09:53.450
FA0001069,612,MAILING,FOG,1,2015-03-20 08:09:53.453
FA0001071,613,MAILING,FOG,1,2015-03-20 08:09:53.460
FA0001073,614,MAILING,FOG,1,2015-03-20 08:09:53.463
FA0001074,615,MAILING,FOG,1,2015-03-20 08:09:53.467
FA0001075,616,MAILING,FOG,1,2015-03-20 08:09:53.470
FA0001076,617,MAILING,FOG,1,2015-03-20 08:09:53.477
FA0001078,618,MAILING,FOG,1,2015-03-20 08:09:53.480
FA0001079,619,MAILING,FOG,1,2015-03-20 08:09:53.500
FA0001087,620,MAILING,FOG,1,2015-03-20 08:09:53.507
FA0001089,621,MAILING,FOG,1,2015-03-20 08:09:53.510
FA0001092,622,MAILING,FOG,1,2015-03-20 08:09:53.513
FA0001093,623,MAILING,FOG,1,2015-03-20 08:09:53.520
FA0001273,624,MAILING,FOG,1,2015-03-20 08:09:53.523
FA0001275,625,MAILING,FOG,1,2015-03-20 08:09:53.527
FA0001277,626,MAILING,FOG,1,2015-03-20 08:09:53.530
FA0001278,627,MAILING,FOG,1,2015-03-20 08:09:53.533
FA0001282,628,MAILING,FOG,1,2015-03-20 08:09:53.540
FA0001286,629,MAILING,FOG,1,2015-03-20 08:09:53.543
FA0001289,630,MAILING,FOG,1,2015-03-20 08:09:53.547
FA0001291,631,MAILING,FOG,1,2015-03-20 08:09:53.550
FA0001292,632,MAILING,FOG,1,2015-03-20 08:09:53.560
FA0001293,633,MAILING,FOG,1,2015-03-20 08:09:53.563
FA0001294,634,MAILING,FOG,1,2015-03-20 08:09:53.570
FA0001299,635,MAILING,FOG,1,2015-03-20 08:09:53.573
FA0001302,636,Operations,FOG,1,2015-03-20 08:09:53.577
FA0001305,637,MAILING,FOG,1,2015-03-20 08:09:53.580
FA0001315,639,MAILING,FOG,1,2015-03-20 08:09:53.603
FA0001321,640,MAILING,FOG,1,2015-03-20 08:09:53.613
FA0001325,641,MAILING,FOG,1,2015-03-20 08:09:53.617
FA0001329,643,MAILING,FOG,1,2015-03-20 08:09:53.633
FA0001330,644,MAILING,FOG,1,2015-03-20 08:09:53.637
FA0001332,645,MAILING,FOG,1,2015-03-20 08:09:53.647
FA0001335,648,MAILING,FOG,1,2015-03-20 08:09:53.660
FA0001336,649,MAILING,FOG,1,2015-03-20 08:09:53.663
FA0001343,650,MAILING,FOG,1,2015-03-20 08:09:53.667
FA0001346,651,MAILING,FOG,1,2015-03-20 08:09:53.673
FA0001347,652,MAILING,FOG,1,2015-03-20 08:09:53.677
FA0001348,653,MAILING,FOG,1,2015-03-20 08:09:53.680
FA0001349,654,MAILING,FOG,1,2015-03-20 08:09:53.700
FA0001351,655,MAILING,FOG,1,2015-03-20 08:09:53.703
FA0001356,656,MAILING,FOG,1,2015-03-20 08:09:53.710
FA0001357,657,MAILING,FOG,1,2015-03-20 08:09:53.713
FA0001358,658,MAILING,FOG,1,2015-03-20 08:09:53.717
FA0001359,659,MAILING,FOG,1,2015-03-20 08:09:53.720
FA0001364,660,MAILING,FOG,1,2015-03-20 08:09:53.723
FA0001367,661,MAILING,FOG,1,2015-03-20 08:09:53.730
FA0001369,662,MAILING,FOG,1,2015-03-20 08:09:53.733
FA0001374,663,MAILING,FOG,1,2015-03-20 08:09:53.737
FA0001381,664,MAILING,FOG,1,2015-03-20 08:09:53.740
FA0001388,666,MAILING,FOG,1,2015-03-20 08:09:53.753
FA0001389,667,MAILING,FOG,1,2015-03-20 08:09:53.757
FA0001395,668,MAILING,FOG,1,2015-03-20 08:09:53.760
FA0001398,669,MAILING,FOG,1,2015-03-20 08:09:53.767
FA0001402,670,MAILING,FOG,1,2015-03-20 08:09:53.770
FA0001404,671,MAILING,FOG,1,2015-03-20 08:09:53.773
FA0001407,672,MAILING,FOG,1,2015-03-20 08:09:53.780
FA0001408,673,MAILING,FOG,1,2015-03-20 08:09:53.790
FA0001413,674,MAILING,FOG,1,2015-03-20 08:09:53.803
FA0001419,676,MAILING,FOG,1,2015-03-20 08:09:53.813
FA0001422,677,MAILING,FOG,1,2015-03-20 08:09:53.817
FA0001423,678,MAILING,FOG,1,2015-03-20 08:09:53.820
FA0001424,679,MAILING,FOG,1,2015-03-20 08:09:53.833
FA0001425,680,MAILING,FOG,1,2015-03-20 08:09:53.853
FA0001429,681,MAILING,FOG,1,2015-03-20 08:09:53.860
FA0001430,682,MAILING,FOG,1,2015-03-20 08:09:53.863
FA0001431,683,MAILING,FOG,1,2015-03-20 08:09:53.870
FA0001434,684,MAILING,FOG,1,2015-03-20 08:09:53.877
FA0001445,686,MAILING,FOG,1,2015-03-20 08:09:54.027
FA0001447,687,MAILING,FOG,1,2015-03-20 08:09:54.030
FA0001452,688,MAILING,FOG,1,2015-03-20 08:09:54.033
FA0001453,689,MAILING,FOG,1,2015-03-20 08:09:54.037
FA0001455,690,MAILING,FOG,1,2015-03-20 08:09:54.040
FA0001459,691,MAILING,FOG,1,2015-03-20 08:09:54.043
FA0001468,693,MAILING,FOG,1,2015-03-20 08:09:54.053
FA0001470,694,MAILING,FOG,1,2015-03-20 08:09:54.057
FA0001474,695,MAILING,FOG,1,2015-03-20 08:09:54.060
FA0001477,696,MAILING,FOG,1,2015-03-20 08:09:54.063
FA0001480,697,MAILING,FOG,1,2015-03-20 08:09:54.070
FA0001481,698,MAILING,FOG,1,2015-03-20 08:09:54.073
FA0001482,699,MAILING,FOG,1,2015-03-20 08:09:54.080
FA0001484,700,MAILING,FOG,1,2015-03-20 08:09:54.083
FA0001485,701,MAILING,FOG,1,2015-03-20 08:09:54.087
FA0001486,702,MAILING,FOG,1,2015-03-20 08:09:54.100
FA0001488,703,Restaurant Manager,FOG,1,2015-03-20 08:09:54.103
FA0001497,704,MAILING,FOG,1,2015-03-20 08:09:54.107
FA0001498,705,MAILING,FOG,1,2015-03-20 08:09:54.110
FA0001500,706,MAILING,FOG,1,2015-03-20 08:09:54.117
FA0001507,707,MAILING,FOG,1,2015-03-20 08:09:54.120
FA0001518,708,MAILING,FOG,1,2015-03-20 08:09:54.123
FA0001519,709,MAILING,FOG,1,2015-03-20 08:09:54.127
FA0001524,710,MAILING,FOG,1,2015-03-20 08:09:54.130
FA0001530,711,MAILING,FOG,1,2015-03-20 08:09:54.133
FA0001532,712,MAILING,FOG,1,2015-03-20 08:09:54.137
FA0001534,713,MAILING,FOG,1,2015-03-20 08:09:54.147
FA0001537,714,MAILING,FOG,1,2015-03-20 08:09:54.150
FA0001539,715,MAILING,FOG,1,2015-03-20 08:09:54.160
FA0001540,716,MAILING,FOG,1,2015-03-20 08:09:54.167
FA0001546,717,MAILING,FOG,1,2015-03-20 08:09:54.170
FA0001560,718,MAILING,FOG,1,2015-03-20 08:09:54.177
FA0001561,719,MAILING,FOG,1,2015-03-20 08:09:54.180
FA0001563,720,MAILING,FOG,1,2015-03-20 08:09:54.183
FA0001569,721,MAILING,FOG,1,2015-03-20 08:09:54.187
FA0001571,722,MAILING,FOG,1,2015-03-20 08:09:54.210
FA0001582,723,MAILING,FOG,1,2015-03-20 08:09:54.213
FA0001595,724,MAILING,FOG,1,2015-03-20 08:09:54.223
FA0001597,725,MAILING,FOG,1,2015-03-20 08:09:54.237
FA0001598,726,MAILING,FOG,1,2015-03-20 08:09:54.260
FA0001599,727,MAILING,FOG,1,2015-03-20 08:09:54.263
FA0001600,728,MAILING,FOG,1,2015-03-20 08:09:54.270
FA0001602,729,MAILING,FOG,1,2015-03-20 08:09:54.273
FA0001606,730,MAILING,FOG,1,2015-03-20 08:09:54.280
FA0001611,731,MAILING,FOG,1,2015-03-20 08:09:54.283
FA0001615,732,MAILING,FOG,1,2015-03-20 08:09:54.287
FA0001627,733,MAILING,FOG,1,2015-03-20 08:09:54.303
FA0001630,734,MAILING,FOG,1,2015-03-20 08:09:54.310
FA0001631,735,MAILING,FOG,1,2015-03-20 08:09:54.323
FA0001632,736,MAILING,FOG,1,2015-03-20 08:09:54.333
FOG102017,737,MAILING,FOG,1,2018-12-04 17:58:23.183
FA0001634,737,MAILING,FOG,1,2015-03-20 08:09:54.340
FA0001638,738,MAILING,FOG,1,2015-03-20 08:09:54.347
FA0001639,739,MAILING,FOG,1,2015-03-20 08:09:54.350
FA0001644,740,MAILING,FOG,1,2015-03-20 08:09:54.353
FA0001646,741,MAILING,FOG,1,2015-03-20 08:09:54.357
FA0001651,742,MAILING,FOG,1,2015-03-20 08:09:54.363
FA0001655,743,MAILING,FOG,1,2015-03-20 08:09:54.367
FA0001662,745,MAILING,FOG,1,2015-03-20 08:09:54.387
FA0001671,746,MAILING,FOG,1,2015-03-20 08:09:54.420
FA0001674,747,MAILING,FOG,1,2015-03-20 08:09:54.440
FA0001675,748,MAILING,FOG,1,2015-03-20 08:09:54.450
FA0001682,749,MAILING,FOG,1,2015-03-20 08:09:54.457
FA0001683,750,MAILING,FOG,1,2015-03-20 08:09:54.460
FA0001684,751,MAILING,FOG,1,2015-03-20 08:09:54.463
FA0001686,752,MAILING,FOG,1,2015-03-20 08:09:54.470
FA0001694,753,MAILING,FOG,1,2015-03-20 08:09:54.473
FA0001699,754,MAILING,FOG,1,2015-03-20 08:09:54.480
FA0001700,755,MAILING,FOG,1,2015-03-20 08:09:54.483
FA0001701,756,MAILING,FOG,1,2015-03-20 08:09:54.490
FA0001703,757,MAILING,FOG,1,2015-03-20 08:09:54.517
FA0001704,758,MAILING,FOG,1,2015-03-20 08:09:54.523
FA0001705,759,MAILING,FOG,1,2015-03-20 08:09:54.530
FA0001706,760,MAILING,FOG,1,2015-03-20 08:09:54.533
FA0001708,761,MAILING,FOG,1,2015-03-20 08:09:54.537
FA0001710,762,MAILING,FOG,1,2015-03-20 08:09:54.540
FA0013227,763,MAILING,FOG,1,2015-03-20 08:09:54.550
FA0001718,766,MAILING,FOG,1,2015-03-20 08:09:54.607
FA0001724,767,MAILING,FOG,1,2015-03-20 08:09:54.610
FA0001731,768,MAILING,FOG,1,2015-03-20 08:09:54.627
FA0001735,769,MAILING,FOG,1,2015-03-20 08:09:54.640
FA0001736,770,MAILING,FOG,1,2015-03-20 08:09:54.660
FA0001738,771,MAILING,FOG,1,2015-03-20 08:09:54.680
FA0001742,772,MAILING,FOG,1,2015-03-20 08:09:54.687
FA0001743,773,MAILING,FOG,1,2015-03-20 08:09:54.720
FA0001745,774,MAILING,FOG,1,2015-03-20 08:09:54.727
FA0001747,775,MAILING,FOG,1,2015-03-20 08:09:54.730
FA0001748,776,MAILING,FOG,1,2015-03-20 08:09:54.733
FA0001751,777,MAILING,FOG,1,2015-03-20 08:09:54.737
FA0001753,778,MAILING,FOG,1,2015-03-20 08:09:54.740
FA0001755,779,MAILING,FOG,1,2015-03-20 08:09:54.747
FA0001762,780,MAILING,FOG,1,2015-03-20 08:09:54.757
FA0001765,781,MAILING,FOG,1,2015-03-20 08:09:54.760
FA0001766,782,MAILING,FOG,1,2015-03-20 08:09:54.763
FA0001768,783,MAILING,FOG,1,2015-03-20 08:09:54.770
FA0001770,784,MAILING,FOG,1,2015-03-20 08:09:54.773
FA0001771,785,MAILING,FOG,1,2015-03-20 08:09:54.783
FA0001776,786,MAILING,FOG,1,2015-03-20 08:09:54.787
FA0001777,787,MAILING,FOG,1,2015-03-20 08:09:54.790
FA0001783,788,MAILING,FOG,1,2015-03-20 08:09:54.810
FA0001788,789,MAILING,FOG,1,2015-03-20 08:09:54.830
FA0001792,790,MAILING,FOG,1,2015-03-20 08:09:54.833
FA0001799,791,MAILING,FOG,1,2015-03-20 08:09:54.840
FA0001800,792,MAILING,FOG,1,2015-03-20 08:09:54.843
FA0001801,793,MAILING,FOG,1,2015-03-20 08:09:54.850
FA0001802,794,MAILING,FOG,1,2015-03-20 08:09:54.873
FA0001805,795,MAILING,FOG,1,2015-03-20 08:09:54.967
FA0001807,796,MAILING,FOG,1,2015-03-20 08:09:54.977
FA0001808,797,MAILING,FOG,1,2015-03-20 08:09:54.980
FA0001809,798,MAILING,FOG,1,2015-03-20 08:09:54.983
FA0001818,799,MAILING,FOG,1,2015-03-20 08:09:55.010
FA0001824,800,MAILING,FOG,1,2015-03-20 08:09:55.017
FA0001825,801,MAILING,FOG,1,2015-03-20 08:09:55.020
FA0001827,802,MAILING,FOG,1,2015-03-20 08:09:55.023
FA0001828,803,MAILING,FOG,1,2015-03-20 08:09:55.030
FA0001832,805,MAILING,FOG,1,2015-03-20 08:09:55.037
FA0001833,806,MAILING,FOG,1,2015-03-20 08:09:55.040
FA0001836,807,MAILING,FOG,1,2015-03-20 08:09:55.047
FA0001837,808,MAILING,FOG,1,2015-03-20 08:09:55.050
FA0001838,809,MAILING,FOG,1,2015-03-20 08:09:55.053
FA0001841,810,MAILING,FOG,1,2015-03-20 08:09:55.057
FA0001843,811,MAILING,FOG,1,2015-03-20 08:09:55.063
FA0001847,812,MAILING,FOG,1,2015-03-20 08:09:55.073
FA0001849,814,MAILING,FOG,1,2015-03-20 08:09:55.090
FA0001852,815,MAILING,FOG,1,2015-03-20 08:09:55.093
FA0001855,816,MAILING,FOG,1,2015-03-20 08:09:55.120
FA0001859,817,MAILING,FOG,1,2015-03-20 08:09:55.127
FA0001872,818,MAILING,FOG,1,2015-03-20 08:09:55.133
FA0001874,819,MAILING,FOG,1,2015-03-20 08:09:55.140
FA0001875,820,MAILING,FOG,1,2015-03-20 08:09:55.147
FA0001876,821,MAILING,FOG,1,2015-03-20 08:09:55.160
FA0001881,822,MAILING,FOG,1,2015-03-20 08:09:55.163
FA0001883,823,MAILING,FOG,1,2015-03-20 08:09:55.173
FA0001885,824,MAILING,FOG,1,2015-03-20 08:09:55.177
FA0001886,825,MAILING,FOG,1,2015-03-20 08:09:55.187
FA0001893,826,MAILING,FOG,1,2015-03-20 08:09:55.193
FA0001894,827,MAILING,FOG,1,2015-03-20 08:09:55.210
FA0001898,828,MAILING,FOG,1,2015-03-20 08:09:55.217
FA0001902,829,MAILING,FOG,1,2015-03-20 08:09:55.220
FA0001908,830,MAILING,FOG,1,2015-03-20 08:09:55.227
FA0001909,832,MAILING,FOG,1,2017-12-13 09:01:14.883
FA0001910,832,OWNER,FOG,1,2015-03-20 08:09:55.240
FA0001911,833,MAILING,FOG,1,2015-03-20 08:09:55.247
FA0001912,834,MAILING,FOG,1,2015-03-20 08:09:55.257
FA0001915,835,MAILING,FOG,1,2015-03-20 08:09:55.270
FA0001917,836,MAILING,FOG,1,2015-03-20 08:09:55.287
FA0001918,837,MAILING,FOG,1,2015-03-20 08:09:55.320
FA0001919,838,MAILING,FOG,1,2015-03-20 08:09:55.333
FA0001922,839,MAILING,FOG,1,2015-03-20 08:09:55.337
FA0001923,840,MAILING,FOG,1,2015-03-20 08:09:55.370
FA0001924,841,MAILING,FOG,1,2015-03-20 08:09:55.380
FA0001937,842,MAILING,FOG,1,2015-03-20 08:09:55.383
FA0001941,843,MAILING,FOG,1,2015-03-20 08:09:55.393
FA0001955,845,MAILING,FOG,1,2015-03-20 08:09:55.420
FA0001961,846,MAILING,FOG,1,2015-03-20 08:09:55.423
FA0001964,847,MAILING,FOG,1,2015-03-20 08:09:55.430
FA0001970,848,MAILING,FOG,1,2015-03-20 08:09:55.437
FA0001971,849,MAILING,FOG,1,2015-03-20 08:09:55.447
FA0001972,850,Restaurant Manager,FOG,1,2015-03-20 08:09:55.450
FA0001976,851,MAILING,FOG,1,2015-03-20 08:09:55.460
FA0001978,852,MAILING,FOG,1,2015-03-20 08:09:55.467
FA0001980,853,MAILING,FOG,1,2015-03-20 08:09:55.473
FA0001981,854,MAILING,FOG,1,2015-03-20 08:09:55.480
FA0001982,855,MAILING,FOG,1,2015-03-20 08:09:55.483
FA0001983,856,MAILING,FOG,1,2015-03-20 08:09:55.487
FA0001990,857,MAILING,FOG,1,2015-03-20 08:09:55.490
FA0001996,858,Restaurant Manager,FOG,1,2015-03-20 08:09:55.527
FA0001997,859,MAILING,FOG,1,2015-03-20 08:09:55.547
FA0001998,860,MAILING,FOG,1,2015-03-20 08:09:55.563
FA0002001,861,MAILING,FOG,1,2015-03-20 08:09:55.570
FA0002002,862,MAILING,FOG,1,2015-03-20 08:09:55.573
FA0002004,863,MAILING,FOG,1,2015-03-20 08:09:55.580
FA0002012,864,MAILING,FOG,1,2015-03-20 08:09:55.587
FA0002020,865,MAILING,FOG,1,2015-03-20 08:09:55.590
FA0002021,866,MAILING,FOG,1,2015-03-20 08:09:55.597
FA0002023,867,MAILING,FOG,1,2015-03-20 08:09:55.607
FA0002027,868,MAILING,FOG,1,2015-03-20 08:09:55.617
FA0002031,869,MAILING,FOG,1,2015-03-20 08:09:55.620
FA0002032,870,MAILING,FOG,1,2015-03-20 08:09:55.627
FA0002049,871,MAILING,FOG,1,2015-03-20 08:09:55.630
FA0002050,872,MAILING,FOG,1,2015-03-20 08:09:55.633
FA0002051,873,MAILING,FOG,1,2015-03-20 08:09:55.640
FA0002052,874,MAILING,FOG,1,2015-03-20 08:09:55.643
FA0002053,875,MAILING,FOG,1,2015-03-20 08:09:55.660
FA0002054,876,MAILING,FOG,1,2015-03-20 08:09:55.673
FA0002094,877,MAILING,FOG,1,2015-03-20 08:09:55.677
FA0002095,878,MAILING,FOG,1,2015-03-20 08:09:55.687
FA0002100,879,MAILING,FOG,1,2015-03-20 08:09:55.693
FA0002107,880,MAILING,FOG,1,2015-03-20 08:09:55.700
FA0002108,881,MAILING,FOG,1,2015-03-20 08:09:55.720
FA0002113,882,MAILING,FOG,1,2015-03-20 08:09:55.740
FA0002122,883,MAILING,FOG,1,2015-03-20 08:09:55.753
FA0002124,884,MAILING,FOG,1,2015-03-20 08:09:55.763
FA0002125,885,MAILING,FOG,1,2015-03-20 08:09:55.780
FA0002129,886,MAILING,FOG,1,2015-03-20 08:09:55.783
FA0002147,887,OWNER,FOG,1,2015-03-20 08:09:55.797
FA0002154,888,MAILING,FOG,1,2015-03-20 08:09:55.830
FA0002155,889,MAILING,FOG,1,2015-03-20 08:09:55.833
FA0002185,890,MAILING,FOG,1,2015-03-20 08:09:55.853
FA0002186,891,MAILING,FOG,1,2015-03-20 08:09:55.863
FA0002187,892,MAILING,FOG,1,2015-03-20 08:09:55.997
FA0002193,893,MAILING,FOG,1,2015-03-20 08:09:56.070
FA0002201,894,MAILING,FOG,1,2015-03-20 08:09:56.073
FA0002211,895,MAILING,FOG,1,2015-03-20 08:09:56.080
FA0002212,896,MAILING,FOG,1,2015-03-20 08:09:56.097
FA0002213,897,MAILING,FOG,1,2015-03-20 08:09:56.100
FA0002243,898,MAILING,FOG,1,2015-03-20 08:09:56.123
FA0002244,899,MAILING,FOG,1,2015-03-20 08:09:56.140
FA0002247,900,MAILING,FOG,1,2015-03-20 08:09:56.153
FA0002308,901,MAILING,FOG,1,2015-03-20 08:09:56.183
FA0002309,902,MAILING,FOG,1,2015-03-20 08:09:56.200
FA0002497,903,MAILING,FOG,1,2015-03-20 08:09:56.203
FA0002507,904,MAILING,FOG,1,2015-03-20 08:09:56.213
FA0002508,905,MAILING,FOG,1,2015-03-20 08:09:56.220
FA0002509,906,MAILING,FOG,1,2015-03-20 08:09:56.223
FA0002510,907,MAILING,FOG,1,2015-03-20 08:09:56.230
FA0002517,908,MAILING,FOG,1,2015-03-20 08:09:56.233
FA0002521,909,MAILING,FOG,1,2015-03-20 08:09:56.240
FA0002546,910,MAILING,FOG,1,2015-03-20 08:09:56.243
FA0002555,911,MAILING,FOG,1,2015-03-20 08:09:56.247
FA0002556,912,MAILING,FOG,1,2015-03-20 08:09:56.250
FA0002585,913,MAILING,FOG,1,2015-03-20 08:09:56.257
FA0002586,914,MAILING,FOG,1,2015-03-20 08:09:56.260
FA0002588,915,MAILING,FOG,1,2015-03-20 08:09:56.263
FA0002607,916,MAILING,FOG,1,2015-03-20 08:09:56.270
FA0002609,917,Restaurant Manager,FOG,1,2015-03-20 08:09:56.273
FA0002622,918,MAILING,FOG,1,2015-03-20 08:09:56.283
FA0002623,919,MAILING,FOG,1,2015-03-20 08:09:56.287
FA0002624,920,MAILING,FOG,1,2015-03-20 08:09:56.290
FA0002626,921,MAILING,FOG,1,2015-03-20 08:09:56.297
FA0002631,922,MAILING,FOG,1,2015-03-20 08:09:56.300
FA0002649,923,MAILING,FOG,1,2015-03-20 08:09:56.303
FA0002654,924,MAILING,FOG,1,2015-03-20 08:09:56.317
FA0002668,925,MAILING,FOG,1,2015-03-20 08:09:56.327
FA0002674,926,MAILING,FOG,1,2015-03-20 08:09:56.330
FA0002676,927,MAILING,FOG,1,2015-03-20 08:09:56.337
FA0002679,928,MAILING,FOG,1,2015-03-20 08:09:56.340
FA0002687,929,MAILING,FOG,1,2015-03-20 08:09:56.343
FA0002691,930,MAILING,FOG,1,2015-03-20 08:09:56.347
FA0002715,931,MAILING,FOG,1,2015-03-20 08:09:56.350
FA0002717,932,MAILING,FOG,1,2015-03-20 08:09:56.353
FA0002747,933,MAILING,FOG,1,2015-03-20 08:09:56.360
FA0002753,934,MAILING,FOG,1,2015-03-20 08:09:56.363
FA0002756,935,MAILING,FOG,1,2015-03-20 08:09:56.367
FA0002757,936,MAILING,FOG,1,2015-03-20 08:09:56.370
FA0002766,937,MAILING,FOG,1,2015-03-20 08:09:56.377
FA0002767,938,MAILING,FOG,1,2015-03-20 08:09:56.380
FA0002780,939,MAILING,FOG,1,2015-03-20 08:09:56.383
FA0002781,940,MAILING,FOG,1,2015-03-20 08:09:56.387
FA0002788,941,MAILING,FOG,1,2015-03-20 08:09:56.390
FA0002802,942,MAILING,FOG,1,2015-03-20 08:09:56.397
FA0002810,943,MAILING,FOG,1,2015-03-20 08:09:56.400
FA0002817,944,MAILING,FOG,1,2015-03-20 08:09:56.403
FA0002818,945,MAILING,FOG,1,2015-03-20 08:09:56.420
FA0002822,946,MAILING,FOG,1,2015-03-20 08:09:56.423
FA0002825,947,MAILING,FOG,1,2015-03-20 08:09:56.427
FA0002826,948,MAILING,FOG,1,2015-03-20 08:09:56.430
FA0002827,949,MAILING,FOG,1,2015-03-20 08:09:56.437
FA0002828,950,MAILING,FOG,1,2015-03-20 08:09:56.440
FA0002830,951,MAILING,FOG,1,2015-03-20 08:09:56.447
FA0002831,952,MAILING,FOG,1,2015-03-20 08:09:56.450
FA0002832,953,MAILING,FOG,1,2015-03-20 08:09:56.453
FA0002833,954,MAILING,FOG,1,2015-03-20 08:09:56.460
FA0002834,955,MAILING,FOG,1,2015-03-20 08:09:56.463
FA0002835,956,MAILING,FOG,1,2015-03-20 08:09:56.467
FA0002836,957,MAILING,FOG,1,2015-03-20 08:09:56.470
FA0002837,958,MAILING,FOG,1,2015-03-20 08:09:56.477
FA0002838,959,MAILING,FOG,1,2015-03-20 08:09:56.480
FA0002839,960,MAILING,FOG,1,2015-03-20 08:09:56.483
FA0002840,961,MAILING,FOG,1,2015-03-20 08:09:56.487
FA0002841,962,MAILING,FOG,1,2015-03-20 08:09:56.490
FA0002842,963,MAILING,FOG,1,2015-03-20 08:09:56.497
FA0002843,964,MAILING,FOG,1,2015-03-20 08:09:56.500
FA0002844,965,MAILING,FOG,1,2015-03-20 08:09:56.520
FA0002847,966,MAILING,FOG,1,2015-03-20 08:09:56.533
FA0002855,967,MAILING,FOG,1,2015-03-20 08:09:56.547
